date,annee,jour,mois,heure,retours,prets,connexions_postes
2024-03-14,2024,14,3,15:00:00,47,42,27
2024-03-14,2024,14,3,16:00:00,56,53,29
2024-03-14,2024,14,3,17:00:00,158,66,17
2024-03-14,2024,14,3,18:00:00,84,86,9
2024-03-14,2024,14,3,19:00:00,1,0,0
2024-03-15,2024,15,3,06:00:00,2,0,0
2024-03-15,2024,15,3,08:00:00,9,0,0
2024-03-15,2024,15,3,09:00:00,57,3,16
2024-03-15,2024,15,3,10:00:00,42,69,19
2024-03-15,2024,15,3,11:00:00,60,99,13
2024-03-15,2024,15,3,12:00:00,32,57,27
2024-03-15,2024,15,3,13:00:00,43,57,21
2024-03-15,2024,15,3,14:00:00,53,47,21
2024-03-15,2024,15,3,15:00:00,88,96,22
2024-03-15,2024,15,3,16:00:00,99,72,27
2024-03-15,2024,15,3,17:00:00,128,116,24
2024-03-15,2024,15,3,18:00:00,60,171,10
2024-03-15,2024,15,3,19:00:00,14,1,0
2024-03-16,2024,16,3,07:00:00,1,0,0
2024-03-16,2024,16,3,08:00:00,1,0,0
2024-03-16,2024,16,3,09:00:00,52,11,11
2024-03-16,2024,16,3,10:00:00,145,183,27
2024-03-16,2024,16,3,11:00:00,162,188,16
2024-03-16,2024,16,3,12:00:00,178,101,23
2024-03-16,2024,16,3,13:00:00,184,181,21
2024-03-16,2024,16,3,14:00:00,212,295,35
2024-03-16,2024,16,3,15:00:00,271,220,38
2024-03-16,2024,16,3,16:00:00,290,281,22
2024-03-16,2024,16,3,17:00:00,152,218,32
2024-03-16,2024,16,3,18:00:00,89,193,11
2024-03-16,2024,16,3,19:00:00,2,0,0
2024-03-17,2024,17,3,09:00:00,24,0,0
2024-03-17,2024,17,3,11:00:00,16,0,0
2024-03-17,2024,17,3,12:00:00,2,0,0
2024-03-17,2024,17,3,13:00:00,39,2,0
2024-03-17,2024,17,3,14:00:00,298,168,15
2024-03-17,2024,17,3,15:00:00,267,418,23
2024-03-17,2024,17,3,16:00:00,276,290,13
2024-03-17,2024,17,3,17:00:00,184,333,14
2024-03-17,2024,17,3,18:00:00,17,0,0
2024-03-18,2024,18,3,06:00:00,4,0,0
2024-03-18,2024,18,3,07:00:00,3,0,0
2024-03-18,2024,18,3,08:00:00,8,0,0
2024-03-18,2024,18,3,09:00:00,9,0,0
2024-03-18,2024,18,3,13:00:00,16,0,0
2024-03-18,2024,18,3,14:00:00,3,0,0
2024-03-18,2024,18,3,15:00:00,19,0,0
2024-03-18,2024,18,3,16:00:00,5,0,0
2024-03-18,2024,18,3,17:00:00,4,0,0
2024-03-18,2024,18,3,18:00:00,1,0,0
2024-03-18,2024,18,3,19:00:00,11,0,0
2024-03-19,2024,19,3,08:00:00,7,0,0
2024-03-19,2024,19,3,09:00:00,99,3,24
2024-03-19,2024,19,3,10:00:00,197,154,30
2024-03-19,2024,19,3,11:00:00,88,98,19
2024-03-19,2024,19,3,12:00:00,141,97,15
2024-03-19,2024,19,3,13:00:00,157,125,31
2024-03-19,2024,19,3,14:00:00,155,127,23
2024-03-19,2024,19,3,15:00:00,73,73,19
2024-03-19,2024,19,3,16:00:00,97,101,33
2024-03-19,2024,19,3,17:00:00,65,102,23
2024-03-19,2024,19,3,18:00:00,102,73,13
2024-03-19,2024,19,3,19:00:00,3,0,0
2024-03-20,2024,20,3,08:00:00,3,0,0
2024-03-20,2024,20,3,09:00:00,43,16,13
2024-03-20,2024,20,3,10:00:00,231,264,19
2024-03-20,2024,20,3,11:00:00,229,292,32
2024-03-20,2024,20,3,12:00:00,99,72,29
2024-03-20,2024,20,3,13:00:00,106,141,33
2024-03-20,2024,20,3,14:00:00,194,90,34
2024-03-20,2024,20,3,15:00:00,159,199,41
2024-03-20,2024,20,3,16:00:00,163,208,38
2024-03-20,2024,20,3,17:00:00,141,179,23
2024-03-20,2024,20,3,18:00:00,61,75,21
2024-03-20,2024,20,3,20:00:00,5,0,0
2024-03-20,2024,20,3,21:00:00,2,0,0
2024-03-21,2024,21,3,08:00:00,14,0,0
2024-03-21,2024,21,3,09:00:00,44,7,10
2024-03-21,2024,21,3,10:00:00,118,83,13
2024-03-21,2024,21,3,11:00:00,71,76,15
2024-03-21,2024,21,3,12:00:00,91,86,25
2024-03-21,2024,21,3,13:00:00,92,97,22
2024-03-21,2024,21,3,14:00:00,84,41,25
2024-03-21,2024,21,3,15:00:00,41,130,35
2024-03-21,2024,21,3,16:00:00,80,99,22
2024-03-21,2024,21,3,17:00:00,93,71,22
2024-03-21,2024,21,3,18:00:00,72,99,14
2024-03-21,2024,21,3,19:00:00,4,0,0
2024-03-22,2024,22,3,08:00:00,8,0,0
2024-03-22,2024,22,3,09:00:00,104,49,18
2024-03-22,2024,22,3,10:00:00,88,124,21
2024-03-22,2024,22,3,11:00:00,69,79,20
2024-03-22,2024,22,3,12:00:00,72,69,11
2024-03-22,2024,22,3,13:00:00,70,69,18
2024-03-22,2024,22,3,14:00:00,58,76,24
2024-03-22,2024,22,3,15:00:00,56,30,16
2024-03-22,2024,22,3,16:00:00,56,47,22
2024-03-22,2024,22,3,17:00:00,74,81,22
2024-03-22,2024,22,3,18:00:00,44,84,9
2024-03-22,2024,22,3,19:00:00,0,14,0
2024-03-22,2024,22,3,20:00:00,10,0,0
2024-03-23,2024,23,3,07:00:00,5,0,0
2024-03-23,2024,23,3,08:00:00,5,0,0
2024-03-23,2024,23,3,09:00:00,78,15,19
2024-03-23,2024,23,3,10:00:00,235,211,19
2024-03-23,2024,23,3,11:00:00,171,251,17
2024-03-23,2024,23,3,12:00:00,167,242,19
2024-03-23,2024,23,3,13:00:00,114,94,30
2024-03-23,2024,23,3,14:00:00,270,339,44
2024-03-23,2024,23,3,15:00:00,241,229,40
2024-03-23,2024,23,3,16:00:00,243,280,34
2024-03-23,2024,23,3,17:00:00,200,326,25
2024-03-23,2024,23,3,18:00:00,135,225,21
2024-03-23,2024,23,3,19:00:00,12,3,0
2024-03-24,2024,24,3,10:00:00,3,0,0
2024-03-24,2024,24,3,11:00:00,20,0,0
2024-03-24,2024,24,3,12:00:00,4,0,0
2024-03-24,2024,24,3,13:00:00,63,15,0
2024-03-24,2024,24,3,14:00:00,219,89,39
2024-03-24,2024,24,3,15:00:00,218,315,32
2024-03-24,2024,24,3,16:00:00,132,192,15
2024-03-24,2024,24,3,17:00:00,91,203,14
2024-03-24,2024,24,3,18:00:00,4,4,0
2024-03-25,2024,25,3,08:00:00,20,0,0
2024-03-26,2024,26,3,08:00:00,1,0,1
2024-03-26,2024,26,3,09:00:00,106,19,25
2024-03-26,2024,26,3,10:00:00,155,164,28
2024-03-26,2024,26,3,11:00:00,94,124,26
2024-03-26,2024,26,3,12:00:00,73,79,23
2024-03-26,2024,26,3,13:00:00,78,91,25
2024-03-26,2024,26,3,14:00:00,132,54,27
2024-03-26,2024,26,3,15:00:00,84,75,17
2024-03-26,2024,26,3,16:00:00,78,80,25
2024-03-26,2024,26,3,17:00:00,123,109,17
2024-03-26,2024,26,3,18:00:00,66,70,13
2024-03-26,2024,26,3,19:00:00,5,0,0
2024-03-27,2024,27,3,09:00:00,81,26,16
2024-03-27,2024,27,3,10:00:00,169,111,20
2024-03-27,2024,27,3,11:00:00,275,269,30
2024-03-27,2024,27,3,12:00:00,121,140,34
2024-03-27,2024,27,3,13:00:00,154,89,25
2024-03-27,2024,27,3,14:00:00,206,133,53
2024-03-27,2024,27,3,15:00:00,267,209,36
2024-03-27,2024,27,3,16:00:00,271,281,26
2024-03-27,2024,27,3,17:00:00,114,150,31
2024-03-27,2024,27,3,18:00:00,102,130,7
2024-03-28,2024,28,3,08:00:00,18,0,0
2024-03-28,2024,28,3,09:00:00,62,11,17
2024-03-28,2024,28,3,10:00:00,91,44,18
2024-03-28,2024,28,3,11:00:00,93,113,32
2024-03-28,2024,28,3,12:00:00,79,61,27
2024-03-28,2024,28,3,13:00:00,100,88,26
2024-03-28,2024,28,3,14:00:00,87,79,19
2024-03-28,2024,28,3,15:00:00,94,61,26
2024-03-28,2024,28,3,16:00:00,76,102,21
2024-03-28,2024,28,3,17:00:00,100,66,23
2024-03-28,2024,28,3,18:00:00,67,57,13
2024-03-28,2024,28,3,19:00:00,0,8,0
2024-03-29,2024,29,3,08:00:00,11,0,0
2024-03-29,2024,29,3,09:00:00,106,11,24
2024-03-29,2024,29,3,10:00:00,81,124,15
2024-03-29,2024,29,3,11:00:00,35,43,17
2024-03-29,2024,29,3,12:00:00,98,56,21
2024-03-29,2024,29,3,13:00:00,109,70,25
2024-03-29,2024,29,3,14:00:00,48,82,24
2024-03-29,2024,29,3,15:00:00,113,77,24
2024-03-29,2024,29,3,16:00:00,33,64,19
2024-03-29,2024,29,3,17:00:00,122,113,28
2024-03-29,2024,29,3,18:00:00,22,62,8
2024-03-29,2024,29,3,19:00:00,0,1,0
2024-03-30,2024,30,3,08:00:00,10,0,0
2024-03-30,2024,30,3,09:00:00,59,20,12
2024-03-30,2024,30,3,10:00:00,123,89,23
2024-03-30,2024,30,3,11:00:00,227,218,19
2024-03-30,2024,30,3,12:00:00,100,173,17
2024-03-30,2024,30,3,13:00:00,115,105,18
2024-03-30,2024,30,3,14:00:00,348,215,27
2024-03-30,2024,30,3,15:00:00,397,414,31
2024-03-30,2024,30,3,16:00:00,428,385,28
2024-03-30,2024,30,3,17:00:00,152,285,23
2024-03-30,2024,30,3,18:00:00,70,196,11
2024-03-30,2024,30,3,19:00:00,1,0,0
2024-03-31,2024,31,3,13:00:00,21,0,0
2024-03-31,2024,31,3,14:00:00,87,60,17
2024-03-31,2024,31,3,15:00:00,63,66,26
2024-03-31,2024,31,3,16:00:00,170,185,20
2024-03-31,2024,31,3,17:00:00,114,303,22
2024-03-31,2024,31,3,18:00:00,10,6,0
2024-03-31,2024,31,3,19:00:00,1,0,0
2024-04-01,2024,1,4,09:00:00,3,0,0
2024-04-01,2024,1,4,10:00:00,3,0,0
2024-04-01,2024,1,4,11:00:00,23,0,0
2024-04-01,2024,1,4,12:00:00,6,0,0
2024-04-01,2024,1,4,15:00:00,1,0,0
2024-04-01,2024,1,4,16:00:00,14,0,0
2024-04-01,2024,1,4,17:00:00,15,0,0
2024-04-01,2024,1,4,18:00:00,1,0,0
2024-04-01,2024,1,4,19:00:00,1,0,0
2024-04-02,2024,2,4,08:00:00,4,0,0
2024-04-02,2024,2,4,09:00:00,98,6,11
2024-04-02,2024,2,4,10:00:00,162,102,16
2024-04-02,2024,2,4,11:00:00,64,111,26
2024-04-02,2024,2,4,12:00:00,115,78,27
2024-04-02,2024,2,4,13:00:00,119,84,29
2024-04-02,2024,2,4,14:00:00,115,100,23
2024-04-02,2024,2,4,15:00:00,87,69,19
2024-04-02,2024,2,4,16:00:00,65,82,26
2024-04-02,2024,2,4,17:00:00,81,138,24
2024-04-02,2024,2,4,18:00:00,80,120,17
2024-04-02,2024,2,4,19:00:00,1,0,0
2024-04-03,2024,3,4,06:00:00,2,0,0
2024-04-03,2024,3,4,07:00:00,17,0,0
2024-04-03,2024,3,4,08:00:00,5,0,0
2024-04-03,2024,3,4,09:00:00,36,25,9
2024-04-03,2024,3,4,10:00:00,167,131,16
2024-04-03,2024,3,4,11:00:00,199,195,14
2024-04-03,2024,3,4,12:00:00,87,61,31
2024-04-03,2024,3,4,13:00:00,160,145,32
2024-04-03,2024,3,4,14:00:00,225,151,36
2024-04-03,2024,3,4,15:00:00,140,235,30
2024-04-03,2024,3,4,16:00:00,251,222,31
2024-04-03,2024,3,4,17:00:00,286,299,15
2024-04-03,2024,3,4,18:00:00,85,171,12
2024-04-03,2024,3,4,19:00:00,1,14,0
2024-04-04,2024,4,4,08:00:00,2,0,0
2024-04-04,2024,4,4,09:00:00,42,12,11
2024-04-04,2024,4,4,10:00:00,57,118,11
2024-04-04,2024,4,4,11:00:00,71,105,17
2024-04-04,2024,4,4,12:00:00,104,71,21
2024-04-04,2024,4,4,13:00:00,127,77,9
2024-04-04,2024,4,4,14:00:00,62,126,28
2024-04-04,2024,4,4,15:00:00,211,136,19
2024-04-04,2024,4,4,16:00:00,129,135,24
2024-04-04,2024,4,4,17:00:00,113,123,25
2024-04-04,2024,4,4,18:00:00,91,120,12
2024-04-04,2024,4,4,19:00:00,2,0,0
2024-04-05,2024,5,4,07:00:00,1,0,0
2024-04-05,2024,5,4,08:00:00,4,0,0
2024-04-05,2024,5,4,09:00:00,39,7,21
2024-04-05,2024,5,4,10:00:00,86,66,8
2024-04-05,2024,5,4,11:00:00,34,50,12
2024-04-05,2024,5,4,12:00:00,90,57,13
2024-04-05,2024,5,4,13:00:00,108,104,19
2024-04-05,2024,5,4,14:00:00,100,101,19
2024-04-05,2024,5,4,15:00:00,80,102,23
2024-04-05,2024,5,4,16:00:00,77,43,24
2024-04-05,2024,5,4,17:00:00,168,165,26
2024-04-05,2024,5,4,18:00:00,70,167,11
2024-04-05,2024,5,4,19:00:00,13,1,0
2024-04-05,2024,5,4,20:00:00,2,0,0
2024-04-06,2024,6,4,08:00:00,18,0,0
2024-04-06,2024,6,4,09:00:00,49,17,16
2024-04-06,2024,6,4,10:00:00,210,153,13
2024-04-06,2024,6,4,11:00:00,186,138,18
2024-04-06,2024,6,4,12:00:00,144,145,10
2024-04-06,2024,6,4,13:00:00,128,106,22
2024-04-06,2024,6,4,14:00:00,181,117,17
2024-04-06,2024,6,4,15:00:00,203,199,33
2024-04-06,2024,6,4,16:00:00,303,182,34
2024-04-06,2024,6,4,17:00:00,231,294,20
2024-04-06,2024,6,4,18:00:00,118,112,22
2024-04-06,2024,6,4,19:00:00,0,17,0
2024-04-07,2024,7,4,08:00:00,1,0,0
2024-04-07,2024,7,4,09:00:00,10,0,0
2024-04-07,2024,7,4,10:00:00,2,0,0
2024-04-07,2024,7,4,11:00:00,2,0,0
2024-04-07,2024,7,4,12:00:00,10,0,0
2024-04-07,2024,7,4,13:00:00,6,4,0
2024-04-07,2024,7,4,14:00:00,67,53,10
2024-04-07,2024,7,4,15:00:00,241,181,18
2024-04-07,2024,7,4,16:00:00,129,148,16
2024-04-07,2024,7,4,17:00:00,115,241,13
2024-04-07,2024,7,4,18:00:00,6,8,0
2024-04-08,2024,8,4,08:00:00,12,0,0
2024-04-08,2024,8,4,09:00:00,14,0,0
2024-04-08,2024,8,4,10:00:00,2,0,0
2024-04-08,2024,8,4,12:00:00,1,0,0
2024-04-08,2024,8,4,13:00:00,1,0,0
2024-04-08,2024,8,4,15:00:00,14,0,0
2024-04-08,2024,8,4,16:00:00,10,0,0
2024-04-08,2024,8,4,17:00:00,5,0,0
2024-04-08,2024,8,4,19:00:00,1,0,0
2024-04-08,2024,8,4,20:00:00,1,0,0
2024-04-09,2024,9,4,06:00:00,5,0,0
2024-04-09,2024,9,4,07:00:00,11,0,0
2024-04-09,2024,9,4,08:00:00,18,0,0
2024-04-09,2024,9,4,09:00:00,62,15,7
2024-04-09,2024,9,4,10:00:00,138,77,16
2024-04-09,2024,9,4,11:00:00,103,115,19
2024-04-09,2024,9,4,12:00:00,75,69,19
2024-04-09,2024,9,4,13:00:00,90,62,16
2024-04-09,2024,9,4,14:00:00,57,94,17
2024-04-09,2024,9,4,15:00:00,39,51,25
2024-04-09,2024,9,4,16:00:00,146,126,39
2024-04-09,2024,9,4,17:00:00,84,70,33
2024-04-09,2024,9,4,18:00:00,81,76,25
2024-04-09,2024,9,4,19:00:00,5,0,0
2024-04-10,2024,10,4,08:00:00,11,0,0
2024-04-10,2024,10,4,09:00:00,91,38,14
2024-04-10,2024,10,4,10:00:00,143,109,15
2024-04-10,2024,10,4,11:00:00,191,177,10
2024-04-10,2024,10,4,12:00:00,104,128,14
2024-04-10,2024,10,4,13:00:00,75,72,20
2024-04-10,2024,10,4,14:00:00,181,122,19
2024-04-10,2024,10,4,15:00:00,190,155,21
2024-04-10,2024,10,4,16:00:00,170,106,19
2024-04-10,2024,10,4,17:00:00,191,135,17
2024-04-10,2024,10,4,18:00:00,104,167,17
2024-04-10,2024,10,4,19:00:00,4,0,0
2024-04-11,2024,11,4,07:00:00,5,0,0
2024-04-11,2024,11,4,08:00:00,8,0,0
2024-04-11,2024,11,4,09:00:00,66,7,12
2024-04-11,2024,11,4,10:00:00,84,83,20
2024-04-11,2024,11,4,11:00:00,41,65,3
2024-04-11,2024,11,4,12:00:00,37,23,7
2024-04-11,2024,11,4,13:00:00,54,54,16
2024-04-11,2024,11,4,14:00:00,107,68,22
2024-04-11,2024,11,4,15:00:00,112,74,30
2024-04-11,2024,11,4,16:00:00,63,78,24
2024-04-11,2024,11,4,17:00:00,89,86,30
2024-04-11,2024,11,4,18:00:00,47,35,19
2024-04-11,2024,11,4,19:00:00,31,1,0
2024-04-12,2024,12,4,08:00:00,5,0,0
2024-04-12,2024,12,4,09:00:00,41,16,7
2024-04-12,2024,12,4,10:00:00,150,186,21
2024-04-12,2024,12,4,11:00:00,156,121,17
2024-04-12,2024,12,4,12:00:00,47,36,12
2024-04-12,2024,12,4,13:00:00,106,64,20
2024-04-12,2024,12,4,14:00:00,41,55,21
2024-04-12,2024,12,4,15:00:00,35,59,26
2024-04-12,2024,12,4,16:00:00,60,62,29
2024-04-12,2024,12,4,17:00:00,145,120,16
2024-04-12,2024,12,4,18:00:00,75,81,15
2024-04-12,2024,12,4,19:00:00,1,0,0
2024-04-13,2024,13,4,08:00:00,3,0,0
2024-04-13,2024,13,4,09:00:00,94,13,13
2024-04-13,2024,13,4,10:00:00,279,171,18
2024-04-13,2024,13,4,11:00:00,138,130,17
2024-04-13,2024,13,4,12:00:00,117,59,22
2024-04-13,2024,13,4,13:00:00,86,126,19
2024-04-13,2024,13,4,14:00:00,111,89,31
2024-04-13,2024,13,4,15:00:00,212,220,21
2024-04-13,2024,13,4,16:00:00,193,218,24
2024-04-13,2024,13,4,17:00:00,146,129,24
2024-04-13,2024,13,4,18:00:00,87,141,14
2024-04-13,2024,13,4,19:00:00,0,2,0
2024-04-14,2024,14,4,10:00:00,19,0,0
2024-04-14,2024,14,4,11:00:00,1,0,0
2024-04-14,2024,14,4,13:00:00,8,5,0
2024-04-14,2024,14,4,14:00:00,181,148,24
2024-04-14,2024,14,4,15:00:00,259,123,22
2024-04-14,2024,14,4,16:00:00,167,247,15
2024-04-14,2024,14,4,17:00:00,123,213,24
2024-04-14,2024,14,4,18:00:00,2,11,0
2024-04-15,2024,15,4,08:00:00,5,0,0
2024-04-15,2024,15,4,09:00:00,10,0,0
2024-04-15,2024,15,4,10:00:00,9,0,0
2024-04-15,2024,15,4,11:00:00,5,0,0
2024-04-15,2024,15,4,13:00:00,3,0,0
2024-04-15,2024,15,4,14:00:00,3,0,0
2024-04-15,2024,15,4,15:00:00,15,0,0
2024-04-15,2024,15,4,16:00:00,8,0,0
2024-04-15,2024,15,4,17:00:00,4,0,0
2024-04-15,2024,15,4,19:00:00,1,0,0
2024-04-16,2024,16,4,08:00:00,12,0,0
2024-04-16,2024,16,4,09:00:00,96,14,21
2024-04-16,2024,16,4,10:00:00,177,93,34
2024-04-16,2024,16,4,11:00:00,123,290,18
2024-04-16,2024,16,4,12:00:00,108,86,28
2024-04-16,2024,16,4,13:00:00,73,70,24
2024-04-16,2024,16,4,14:00:00,105,81,28
2024-04-16,2024,16,4,15:00:00,159,177,46
2024-04-16,2024,16,4,16:00:00,161,135,23
2024-04-16,2024,16,4,17:00:00,317,300,25
2024-04-16,2024,16,4,18:00:00,79,109,18
2024-04-16,2024,16,4,19:00:00,1,0,0
2024-04-17,2024,17,4,06:00:00,9,0,0
2024-04-17,2024,17,4,08:00:00,30,0,0
2024-04-17,2024,17,4,09:00:00,313,249,10
2024-04-17,2024,17,4,10:00:00,448,204,20
2024-04-17,2024,17,4,11:00:00,704,523,21
2024-04-17,2024,17,4,12:00:00,150,211,25
2024-04-17,2024,17,4,13:00:00,189,151,34
2024-04-17,2024,17,4,14:00:00,107,157,32
2024-04-17,2024,17,4,15:00:00,270,240,42
2024-04-17,2024,17,4,16:00:00,438,315,44
2024-04-17,2024,17,4,17:00:00,150,212,29
2024-04-17,2024,17,4,18:00:00,106,152,13
2024-04-17,2024,17,4,19:00:00,4,6,0
2024-04-17,2024,17,4,20:00:00,2,0,0
2024-04-18,2024,18,4,07:00:00,1,0,0
2024-04-18,2024,18,4,08:00:00,4,0,0
2024-04-18,2024,18,4,09:00:00,48,11,10
2024-04-18,2024,18,4,10:00:00,69,66,23
2024-04-18,2024,18,4,11:00:00,75,50,14
2024-04-18,2024,18,4,12:00:00,93,99,21
2024-04-18,2024,18,4,13:00:00,93,41,14
2024-04-18,2024,18,4,14:00:00,172,73,17
2024-04-18,2024,18,4,15:00:00,71,75,26
2024-04-18,2024,18,4,16:00:00,94,64,31
2024-04-18,2024,18,4,17:00:00,476,380,36
2024-04-18,2024,18,4,18:00:00,91,100,27
2024-04-18,2024,18,4,19:00:00,1,1,0
2024-04-18,2024,18,4,21:00:00,2,0,0
2024-04-19,2024,19,4,07:00:00,20,0,0
2024-04-19,2024,19,4,08:00:00,4,0,0
2024-04-19,2024,19,4,09:00:00,149,72,7
2024-04-19,2024,19,4,10:00:00,70,76,20
2024-04-19,2024,19,4,11:00:00,54,127,30
2024-04-19,2024,19,4,12:00:00,311,168,10
2024-04-19,2024,19,4,13:00:00,137,102,10
2024-04-19,2024,19,4,14:00:00,105,158,17
2024-04-19,2024,19,4,15:00:00,103,51,30
2024-04-19,2024,19,4,16:00:00,137,91,26
2024-04-19,2024,19,4,17:00:00,173,169,34
2024-04-19,2024,19,4,18:00:00,116,198,18
2024-04-19,2024,19,4,19:00:00,28,6,0
2024-04-20,2024,20,4,07:00:00,5,0,0
2024-04-20,2024,20,4,08:00:00,17,0,0
2024-04-20,2024,20,4,09:00:00,245,82,14
2024-04-20,2024,20,4,10:00:00,311,264,26
2024-04-20,2024,20,4,11:00:00,190,286,18
2024-04-20,2024,20,4,12:00:00,108,232,12
2024-04-20,2024,20,4,13:00:00,193,126,24
2024-04-20,2024,20,4,14:00:00,503,407,20
2024-04-20,2024,20,4,15:00:00,322,457,23
2024-04-20,2024,20,4,16:00:00,296,370,14
2024-04-20,2024,20,4,17:00:00,263,300,21
2024-04-20,2024,20,4,18:00:00,50,162,8
2024-04-20,2024,20,4,19:00:00,12,0,0
2024-04-21,2024,21,4,09:00:00,24,0,0
2024-04-21,2024,21,4,11:00:00,19,0,0
2024-04-21,2024,21,4,13:00:00,2,0,0
2024-04-21,2024,21,4,14:00:00,21,0,0
2024-04-21,2024,21,4,15:00:00,9,0,0
2024-04-21,2024,21,4,16:00:00,35,0,0
2024-04-21,2024,21,4,17:00:00,8,0,0
2024-04-21,2024,21,4,19:00:00,10,0,0
2024-04-22,2024,22,4,07:00:00,1,0,0
2024-04-22,2024,22,4,08:00:00,3,0,0
2024-04-22,2024,22,4,09:00:00,6,0,0
2024-04-22,2024,22,4,10:00:00,4,0,0
2024-04-22,2024,22,4,11:00:00,20,0,0
2024-04-22,2024,22,4,12:00:00,26,0,0
2024-04-22,2024,22,4,13:00:00,12,0,0
2024-04-22,2024,22,4,14:00:00,9,0,0
2024-04-22,2024,22,4,15:00:00,34,0,0
2024-04-22,2024,22,4,16:00:00,33,0,0
2024-04-22,2024,22,4,17:00:00,12,0,0
2024-04-22,2024,22,4,18:00:00,12,0,0
2024-04-23,2024,23,4,06:00:00,2,0,0
2024-04-23,2024,23,4,08:00:00,1,0,0
2024-04-23,2024,23,4,09:00:00,223,89,22
2024-04-23,2024,23,4,10:00:00,278,213,30
2024-04-23,2024,23,4,11:00:00,283,245,27
2024-04-23,2024,23,4,12:00:00,123,138,27
2024-04-23,2024,23,4,13:00:00,246,199,30
2024-04-23,2024,23,4,14:00:00,539,371,32
2024-04-23,2024,23,4,15:00:00,283,320,48
2024-04-23,2024,23,4,16:00:00,260,692,35
2024-04-23,2024,23,4,17:00:00,194,456,34
2024-04-23,2024,23,4,18:00:00,24,13,0
2024-04-24,2024,24,4,09:00:00,19,16,13
2024-04-24,2024,24,4,10:00:00,152,103,28
2024-04-24,2024,24,4,11:00:00,230,192,26
2024-04-24,2024,24,4,12:00:00,110,165,22
2024-04-24,2024,24,4,13:00:00,212,104,17
2024-04-24,2024,24,4,14:00:00,223,139,27
2024-04-24,2024,24,4,15:00:00,222,295,31
2024-04-24,2024,24,4,16:00:00,212,385,27
2024-04-24,2024,24,4,17:00:00,150,322,29
2024-04-24,2024,24,4,18:00:00,14,3,0
2024-04-24,2024,24,4,19:00:00,5,0,0
2024-04-25,2024,25,4,08:00:00,17,0,0
2024-04-25,2024,25,4,09:00:00,22,95,18
2024-04-25,2024,25,4,10:00:00,93,87,23
2024-04-25,2024,25,4,11:00:00,126,234,14
2024-04-25,2024,25,4,12:00:00,100,100,26
2024-04-25,2024,25,4,13:00:00,168,130,18
2024-04-25,2024,25,4,14:00:00,199,131,30
2024-04-25,2024,25,4,15:00:00,66,135,36
2024-04-25,2024,25,4,16:00:00,137,219,25
2024-04-25,2024,25,4,17:00:00,117,301,27
2024-04-25,2024,25,4,18:00:00,44,6,0
2024-04-26,2024,26,4,00:00:00,2,0,0
2024-04-26,2024,26,4,07:00:00,2,0,0
2024-04-26,2024,26,4,08:00:00,1,0,0
2024-04-26,2024,26,4,09:00:00,11,43,12
2024-04-26,2024,26,4,10:00:00,83,93,16
2024-04-26,2024,26,4,11:00:00,74,114,19
2024-04-26,2024,26,4,12:00:00,78,58,19
2024-04-26,2024,26,4,13:00:00,147,122,16
2024-04-26,2024,26,4,14:00:00,81,68,37
2024-04-26,2024,26,4,15:00:00,169,167,37
2024-04-26,2024,26,4,16:00:00,201,160,24
2024-04-26,2024,26,4,17:00:00,172,275,28
2024-04-26,2024,26,4,18:00:00,35,12,0
2024-04-26,2024,26,4,19:00:00,3,0,0
2024-04-26,2024,26,4,20:00:00,1,0,0
2024-04-27,2024,27,4,08:00:00,3,0,0
2024-04-27,2024,27,4,09:00:00,15,11,11
2024-04-27,2024,27,4,10:00:00,116,158,15
2024-04-27,2024,27,4,11:00:00,211,178,26
2024-04-27,2024,27,4,12:00:00,90,166,24
2024-04-27,2024,27,4,13:00:00,85,87,20
2024-04-27,2024,27,4,14:00:00,169,221,30
2024-04-27,2024,27,4,15:00:00,292,309,39
2024-04-27,2024,27,4,16:00:00,261,357,33
2024-04-27,2024,27,4,17:00:00,194,364,25
2024-04-27,2024,27,4,18:00:00,4,18,0
2024-04-27,2024,27,4,19:00:00,1,0,0
2024-04-28,2024,28,4,09:00:00,6,0,0
2024-04-28,2024,28,4,11:00:00,4,0,0
2024-04-28,2024,28,4,13:00:00,3,0,0
2024-04-28,2024,28,4,14:00:00,10,0,0
2024-04-28,2024,28,4,15:00:00,32,0,0
2024-04-28,2024,28,4,16:00:00,36,0,0
2024-04-28,2024,28,4,17:00:00,3,0,0
2024-04-28,2024,28,4,18:00:00,1,0,0
2024-04-28,2024,28,4,19:00:00,18,0,0
2024-04-29,2024,29,4,08:00:00,5,0,0
2024-04-29,2024,29,4,11:00:00,4,0,0
2024-04-29,2024,29,4,12:00:00,1,0,0
2024-04-29,2024,29,4,13:00:00,19,0,0
2024-04-29,2024,29,4,14:00:00,23,0,0
2024-04-29,2024,29,4,15:00:00,63,0,0
2024-04-29,2024,29,4,16:00:00,4,0,0
2024-04-29,2024,29,4,17:00:00,16,0,0
2024-04-29,2024,29,4,18:00:00,4,0,0
2024-04-30,2024,30,4,07:00:00,4,0,0
2024-04-30,2024,30,4,08:00:00,3,0,0
2024-04-30,2024,30,4,09:00:00,36,15,22
2024-04-30,2024,30,4,10:00:00,147,147,25
2024-04-30,2024,30,4,11:00:00,130,169,29
2024-04-30,2024,30,4,12:00:00,76,145,37
2024-04-30,2024,30,4,13:00:00,108,133,21
2024-04-30,2024,30,4,14:00:00,167,173,22
